STT,Food_Code,Food_Name_Vietnamese,Food_Name_English,Waste_Pct_%,Water_g,Energy_kcal,Energy_kj,Protein_g,Fat_g,Carbohydrate_g,Fiber_g,Ash_g,Sugar_total_g,Galactose_g,Maltose_g,Lactose_g,Fructose_g,Glucose_g,Sucrose_g,Calcium_mg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_ug,Selenium_ug,Vitamin_C_mg,Vitamin_B1_mg,Vitamin_B2_mg,Niacin_mg,Vitamin_B5_mg,Vitamin_B6_mg,Folate_ug,Folic_acid_ug,Biotin_ug,Vitamin_B12_ug,Vitamin_A_ug,Vitamin_D_ug,Vitamin_E_mg,Vitamin_K_ug,Beta_caroten_ug,Alpha_caroten_ug,Beta_cryptoxanthin_ug,Lycopene_ug,Lutein_Zeaxanthin_ug,Purin_mg,Total_isoflavone_mg,Daidzein_mg,Genistein_mg,Glycetin_mg,Total_SFA_g,Palmitic_C16_0_g,Margaric_C17_0_g,Stearic_C18_0_g,Arachidic_C20_0_g,Behenic_C22_0_g,Lignoceric_C24_0_g,Total_MUFA_g,Myristoleic_C14_1_g,Palmitoleic_C16_1_g,Oleic_C18_1_g,Total_PUFA_g,Linoleic_C18_2_n6_g,Linolenic_C18_2_n3_g,Arachidonic_C20_4_g,EPA_C20_5_n3_g,DHA_C22_6_n3_g,Total_trans_FA_g,Cholesterol_mg,Phytosterol_mg,Lysine_mg,Methionine_mg,Tryptophan_mg,Phenylalanine_mg,Threonine_mg,Valine_mg,Leucine_mg,Isoleucine_mg,Arginine_mg,Histidine_mg,Cystine_mg,Tyrosine_mg,Alanine_mg,Aspartic_acid_mg,Glutamic_acid_mg,Glycine_mg,Proline_mg,Serine_mg
427,9008,Trứng cá,Fish roe,0.0,64.9,171,716,20.5,9.9,0.0,0.0,4.7,,,,,,,,28,1.10,,,230,,,,,,24,0.93,0.65,1.5,,,,,,,,,,,,,,,,,,,,,,1.100,,0.160,,,,,,,,,0.240,0.370,,,,,,,,,,,,,,,,,,,,,,,,
428,9009,Trứng cá muối,"Fish caviar, black and red, granule",0.0,47.5,274,1144,24.6,17.9,3.5,0.0,6.5,0,0,0,0,0,0,0,275,11.88,300,0.050,356,181,1500,0.95,110,65.5,0,0.19,0.62,0.1,3.5,0.32,50,0,,20,561,5.80,7,0.7,0,0,0,0,720,,0,0,0,0,4.060,3.560,0.000,0.290,0.000,0.000,0.000,4.630,0.000,1.040,3.170,7,0.080,0.020,0.510,2.740,3.800,,588,,1834,646,323,1071,1263,1263,2133,1035,1590,649,449,968,1653,2385,3633,740,1200,1897
429,9010,Trứng vịt lộn,"Duck egg, embryonated",12.0,67.0,182,761,13.6,12.4,4.0,0.0,3.0,,,,,,,,82,3.00,,,212,,,,,,3,0.12,0.25,0.8,,,,,,,875,,,,435,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,9011,Bột trứng,Chicken egg powder,0.0,8.5,563,2356,44.0,42.2,1.8,0.0,3.5,,,,,,,,186,9.30,,,786,,,,,,,0.35,1.23,0.2,,,,,,,1340,,,,770,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,10001,Sữa bò tươi,"Milk cow, fresh (fluid)",0.0,86.2,74,311,3.9,4.4,4.8,0.0,0.7,5.26,0,0,5.26,0,0,0,120,0.10,16,0.000,95,143,380,0.40,20,1.2,1,0.05,0.19,0.1,0.362,0.036,5,0,1.4,0.44,50,1.00,0.06,0.2,22,0,0,0,0,,0,0,0,0,1.870,0.830,0.000,0.370,0.000,0.000,0.000,0.810,0.000,0.000,0.810,0,0.120,0.080,0.000,0.000,0.000,,42,,320,90,50,180,190,240,460,250,170,100,28,137,95,221,640,57,297,167
432,10002,Sữa dê tươi,"Milk goat's, whole",0.0,87.2,69,288,3.5,4.1,4.5,0.0,0.7,4.45,,,,,,,147,0.10,14,0.020,126,204,50,0.30,46,1.4,3,0.04,0.18,0.3,0.31,0.046,1,0,2,0.07,50,0.30,0.07,0.3,20,0,0,0,0,,0,0,0,0,2.670,0.910,0.000,0.440,0.000,0.000,0.000,1.110,0.000,0.080,0.980,0,0.110,0.040,0.000,0.000,0.000,,2,,249,80,42,191,161,207,313,159,101,85,85,212,106,244,636,58,350,170
433,10003,Sữa mẹ (sữa người),"Breast milk (Human milk, whole).",0.0,88.3,61,255,1.5,3.0,7.0,0.0,0.2,6.89,,,,,,,34,0.10,2,0.010,15,41,15,0.40,14,1.8,6,0.01,0.04,0.1,0.223,0.011,5,0,0.7,0.05,90,0.10,0.08,0.3,1,0,0,3,1,,,,,,2.010,0.920,0.000,0.290,0.000,0.000,0.000,1.660,0.000,0.130,1.480,0,0.370,0.050,0.030,0.000,0.000,,14,,110,40,30,90,70,130,150,110,60,59,26,82,58,130,264,34,137,60
434,10004,Sữa chua (từ sữa bò),Yogurt (whole milk),0.0,88.7,61,255,3.3,3.7,3.6,0.0,0.7,4.66,,,,,,,120,0.10,12,0.000,95,155,46,0.59,9,2.2,1,0.04,0.20,0.1,0.389,0.032,7,0,,0.37,25,,,,11,0,0,0,0,,0,0,0,0,2.100,0.890,0.000,0.320,0.000,0.000,0.000,0.890,0.000,0.070,0.740,0,0.070,0.030,0.000,0.000,0.000,,13,,360,107,56,199,181,298,388,228,135,109,39,192,134,310,898,80,417,234
435,10005,Sữa chua vớt béo,"Yogurt, chocolate, nonfat milk",0.0,71.6,103,432,3.5,0.0,22.3,1.2,1.4,14.97,,,,,,,143,0.06,40,,109,339,135,1.13,209,7,1,0.04,0.20,0.1,,0.047,12,0,,0.5,4,,0,0,,0,0,0,0,,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,,1,,,,,,,,,,,,,,,,,,,
436,10006,Sữa bột toàn phần,"Milk powder, whole",0.0,3.5,494,2067,27.0,26.0,38.0,0.0,5.5,38.42,,,,,,,939,1.10,85,0.040,790,1330,371,3.34,80,16.3,10,0.24,1.31,0.7,2.271,0.302,37,0,10,3.25,318,7.80,0.48,1.8,43,0,0,0,0,,0,0,0,0,16.740,7.520,0.000,2.850,0.000,0.000,0.000,7.920,0.000,1.200,6.190,0,0.460,0.200,0.000,0.000,0.000,,97,,2230,699,381,1291,1231,1615,2541,1301,942,772,243,1366,1031,1909,5697,524,2471,132
437,10007,Sữa bột tách béo,Skimmed milk powder,0.0,4.0,357,1494,35.0,1.0,52.0,0.0,8.0,51.48,,,,,,,1400,0.45,110,0.020,980,1794,535,4.08,41,27.3,6,0.42,0.60,1.2,3.568,0.361,50,0,16,4.03,6,8.30,0,0.1,1,0,0,0,0,,0,0,0,0,0.500,0.240,0.000,0.090,0.000,0.000,0.000,0.200,0.000,0.020,0.170,0,0.020,0.010,0.000,0.000,0.000,,20,,3047,1243,441,1700,1542,2310,3177,2278,1025,877,131,1559,,,,,,
438,10008,Sữa đặc có đường Việt Nam,"Milk condensed, sweetened",0.0,25.4,336,1404,8.1,8.8,56.0,0.0,1.7,,,,,,,,307,0.60,,,219,,,,,,0,0.06,0.30,0.2,,,,,,,58,,,,50,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,536,194,101,401,353,494,698,392,263,206,68,383,272,648,1518,185,728,428
439,10009,Pho mát,Cheese (whole fat),0.0,38.9,380,1590,25.5,30.9,0.0,0.0,4.7,0.52,,,,,,,760,0.50,28,0.010,424,98,621,3.11,31,13.9,1,0.10,0.51,0.1,0.413,0.074,18,0,1.7,0.83,275,0.30,0.29,2.8,118,0,0,0,0,,0,0,0,0,21.090,9.800,0.000,4.010,0.000,0.000,0.000,9.390,0.000,1.000,7.910,0,0.580,0.370,0.000,0.000,0.000,,105,,1883,596,369,1286,943,1618,2076,1138,808,683,141,1385,734,1691,5631,469,2612,1401
440,11001,Chuối nước đường,"Banana, canned, sweetened",0.0,83.9,58,241,0.5,0.0,13.9,1.3,0.4,,,,,,,,12,0.60,,,160,,,,,,9,,,,,,,,,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
441,11002,Dưa chuột hộp,Cucumber (canned),0.0,94.1,8,33,0.3,0.2,1.2,3.1,1.1,1.06,,,,,,,12,0.30,4,0.010,16,23,1208,0.02,85,0,2,0.02,0.03,0.1,0.038,0.009,1,0,,0,,,0.06,13,55,14,32,0,29,,0,0,0,0,0.050,0.040,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.040,0.050,0.000,0.000,0.000,,0,14,14,3,3,9,9,11,14,10,21,5,2,6,11,20,95,12,8,10
442,11003,Dứa hộp,"Pineapple, canned, sweetened",0.0,85.7,53,223,0.4,0.1,12.7,0.8,0.3,12.65,,,,,,,20,0.30,16,1.100,12,105,1,0.12,103,0.4,14,0.06,0.01,0.2,0.1,0.074,5,0,,0,,,0.01,0.3,23,0,0,0,0,,0,0,0,0,0.010,0.010,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.010,0,0.020,0.020,0.000,0.000,0.000,,0,,16,9,5,9,9,12,14,9,12,8,1,9,18,82,41,14,9,19
443,11004,Lạc chao dầu,"Peanut, oil fried",0.0,1.8,680,2843,25.7,59.5,10.3,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
444,11005,Mắc coọc nước đường,Pyrus pachis in syrup,0.0,85.1,56,233,0.2,0.0,13.7,0.7,0.3,,,,,,,,20,0.40,,,16,,,,,,14,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
445,11006,Mận nước đường,"Plum, canned, sweetened",10.0,83.0,64,268,0.4,0.1,15.4,0.9,0.2,15.35,,,,,,,16,0.86,5,0.030,15,93,20,0.08,38,0,0,0.02,0.04,0.3,0.072,0.027,3,0,,0,,,0.18,4.3,127,0,23,0,49,,0,0,0,0,0.010,0.010,0.000,0.000,0.000,0.000,0.000,0.070,0.000,0.000,0.070,0,0.020,0.000,0.000,0.000,0.000,,0,,8,3,,8,8,9,10,7,6,6,2,3,14,116,17,6,16,9
446,11007,Mứt bí ngô,Dried preserved squash,0.0,49.4,198,830,0.5,0.0,49.1,0.7,0.3,,,,,,,,32,,,,92,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
447,11008,Mứt cam có vỏ,"Orange marmalade, jellies",0.0,42.8,218,914,0.4,0.0,54.2,2.2,0.4,,,,,,,,28,0.26,,,22,,,,,,,0.03,0.01,0.0,,,,,,,,,,,50,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
448,11009,Mứt chuối,Banana jam,0.0,43.8,218,914,0.7,0.0,53.9,1.3,0.3,,,,,,,,28,0.30,,,28,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
449,11010,Mứt dứa,Pineapple jam,0.0,47.2,208,870,0.5,0.0,51.5,0.4,0.4,,,,,,,,20,0.30,,,16,,,,,,13,0.09,0.05,0.3,,,,,,,,,,,20,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
450,11011,Mứt đu đủ,Papaya jam,0.0,53.2,178,745,0.4,0.0,44.1,2.0,0.3,,,,,,,,24,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
451,11012,Nhãn nước đường,"Longan, canned, sweetened",0.0,83.3,62,259,0.5,0.0,15.0,1.0,0.2,,,,,,,,12,0.30,,,230,,,,,,32,,0.04,0.1,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
452,11013,Nước dứa hộp,Pineapple juice,0.0,86.4,53,221,0.4,0.1,12.6,0.2,0.3,9.98,,,,,,,32,0.30,12,0.500,12,130,2,0.11,69,0.1,41,0.04,0.01,0.2,0.056,0.1,18,0,,0,,,0.02,0.3,3,0,0,0,0,,0,0,0,0,0.010,0.010,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.010,0,0.020,0.020,0.000,0.000,0.000,,0,,,,,,,,,,,,,,,,,,,
453,11014,Vải nước đường,"Litchi, canned, sweetened",0.0,83.6,60,253,0.4,0.0,14.7,1.1,0.2,,,,,,,,8,0.60,,,160,,,,,,10,,0.04,0.1,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
454,11015,Cá thu hộp,"Mackerel, canned",0.0,57.5,207,867,24.8,12.0,0.0,,5.7,0,0,0,0,0,0,0,50,1.60,,,260,,,,,,,0.02,0.10,6.5,,,,,7,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,11016,Cá trích hộp,"Herring, canned",0.0,56.7,233,974,22.3,14.4,3.5,,3.1,,,,,,,,86,2.30,,,437,,,,,,,0.02,0.12,2.5,,,,,,,28,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1539,587,227,697,845,1204,1539,1013,1141,414,217,656,1202,1854,2778,1202,1162,1042
456,11017,Thịt bò hộp,"Beef, canned",0.0,61.4,251,1050,16.4,20.6,0.0,,1.6,0,0,0,0,0,0,0,13,2.90,,,250,,,,,,,,0.23,2.5,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,3.300,0.000,2.700,0.000,0.000,0.000,,,,,,0.700,0.220,,,,,,,,,,,,,,,,,,,,,,,,
457,11018,Thịt gà hộp,"Chicken, canned",0.0,59.0,273,1143,17.0,22.8,0.0,,1.2,0,0,0,0,0,0,0,108,2.80,,,138,,,,,,,0.09,0.37,2.4,,,,,,,520,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,11019,Thịt lổn hộp,"Pork, canned",0.0,49.0,344,1438,17.3,29.3,2.7,,1.7,,,,,,,,9,1.20,,,200,,,,,,0,0.19,0.21,3.2,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,2.100,0.000,0.450,0.000,0.000,0.000,,,,,,3.940,0.430,,,,,,,,,,,,,,,,,,,,,,,,
459,11020,"Thịt lổn, thịt bò xay hộp","Pork and beef, minced canned",0.0,62.8,244,1021,16.0,20.0,0.0,,1.2,0,0,0,0,0,0,0,8,2.10,,,120,,,,,,1,0.26,0.19,5.5,,,,,,,8,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,11021,Thịt vịt hầm,"Duck, stewed meat",0.0,59.9,224,938,19.6,16.2,0.0,,4.3,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,12001,Bánh bích cốt,Whole wheat rusk,0.0,12.0,346,1448,12.3,1.3,71.3,0.8,2.3,,,,,,,,39,2.70,,,231,,,,,,0,0.36,0.18,0.2,,,,,,,86,,,,13,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
462,12002,Bánh bích quy,Biscuits,0.0,10.4,376,1574,8.8,4.5,75.1,0.5,0.7,,,,,,,,75,3.60,,,79,,,,,,0,0.40,0.26,0.7,,,,,,,19,,,,75,0,0,0,0,,0,0,0,0,,0.720,,0.520,,,,,,,,,1.630,0.240,,,,,0,,,,,,,,,,,,,,,,,,,
463,12003,Bánh chả,Sweet meat pie in lumps,0.0,8.0,395,1653,3.4,6.6,80.5,1.0,0.5,,,,,,,,42,1.90,,,29,,,,,,0,0.04,0.07,0.4,,,,,,,,,,,5,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
464,12004,Bánh con cá,"Small biscuits, fish figured",0.0,10.0,368,1541,7.5,2.2,79.6,0.2,0.5,,,,,,,,54,2.90,,,99,,,,,,0,0.13,0.13,0.9,,,,,,,,,,,5,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
465,12005,Bánh đậu xanh,Mungbean cake,0.0,6.8,416,1738,15.6,11.5,62.4,1.1,2.6,,,,,,,,111,3.40,,,273,,,,,,0,0.20,0.15,6.6,,,,,,,,,,,105,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
466,12006,Bánh kem xốp,Wafers filled,0.0,1.9,492,2059,8.3,24.0,60.7,3.5,1.6,,,,,,,,86,0.80,,,125,,,,,,0,0.12,0.31,0.6,,,,,,,84,,,,0,0,0,0,0,,0,0,0,0,,0.120,,0.050,,,,,,,,,0.010,0.010,,,,,0,,,,,,,,,,,,,,,,,,,
467,12007,Bánh khảo chay,"Rice cake, plain",0.0,5.8,376,1574,3.2,0.3,90.2,0.2,0.3,,,,,,,,2,0.10,,,1,,,,,,0,0.04,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
468,12008,Bánh quế,Cinnamon waffle (roll),0.0,3.6,435,1820,8.3,10.7,76.4,0.3,0.7,,,,,,,,33,2.00,,,115,,,,,,0,0.04,1.90,0.7,,,,,,,12,,,,75,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
469,12009,Bánh sô cô la,"Chocolate, filled",0.0,8.5,449,1879,3.9,17.6,68.8,0.0,1.2,,,,,,,,58,3.70,,,142,,,,,,0,0.04,0.17,0.4,,,,,,,13,,,,10,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
470,12010,Bánh thỏi sô cô la,"Chocolate, sweet",0.0,0.8,543,2273,4.9,30.4,62.5,,1.4,,,,,,,,280,1.50,,,280,,,,,,0,0.03,0.01,0.6,,,,,3,,,,,,2,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
471,12011,Bánh trứng nhện,Small biscuit,0.0,11.6,369,1542,9.6,3.7,74.2,0.2,0.7,,,,,,,,76,3.90,,,140,,,,,,0,0.15,0.36,0.9,,,,,,,17,,,,105,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
472,12012,Bột ca cao,Cocoa powder,0.0,3.0,414,1731,19.6,13.7,53.0,4.6,6.1,1.75,,,,,,,128,13.86,499,3.840,734,1524,21,6.81,3788,14.3,0,0.08,0.24,2.2,0.254,0.118,32,0,,0,0,,0.1,2.5,0,0,0,0,38,,,,,,8.070,3.690,0.000,4.250,0.000,0.000,0.000,4.570,0.000,0.000,4.570,0,0.440,0.000,0.000,0.000,0.000,0,0,,983,202,293,941,776,1177,1189,760,1111,339,239,735,904,1953,2948,879,838,846
473,12013,Đường cát,Refined sugar,0.0,1.7,390,1630,0.0,0.0,97.4,0.0,0.9,96.21,0,0,0,0.04,5.2,90.61,178,5.80,29,0.320,72,346,39,0.18,298,1.2,0,0.05,0.10,0.3,0.111,0.026,1,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,12014,Đường kính,Granulated sugar,0.0,0.5,397,1662,0.0,0.0,99.3,0.0,0.2,,,,,,,,0,0.06,,,0,2,,,,,0,0.00,0.03,0.0,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,12015,Kẹo bơ cứng,"Toffee, sweets",0.0,8.8,448,1873,2.1,17.2,71.1,0.0,0.8,,,,,,,,64,0.76,,,64,,,,,,0,,,0.4,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
476,12016,Kẹo cà phê,Coffee sweets,0.0,6.6,378,1580,0.0,1.3,91.5,0.0,0.6,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,12017,Kẹo cam chanh,"Sweets, caramel with citron, orange aroma",0.0,5.4,377,1577,0.0,0.5,93.1,0.3,0.7,,,,,,,,23,1.40,,,12,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,12018,Kẹo dừa mềm,Sweets with coconut aroma,0.0,8.5,415,1735,0.6,12.2,75.6,2.5,0.6,,,,,,,,16,0.40,,,7,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
479,12019,Kẹo dứa mềm,Pineapple sweets candy,0.0,8.5,415,1735,0.6,12.2,75.6,2.5,0.6,,,,,,,,16,0.40,,,7,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
480,12020,Kẹo lạc,Peanut candy,0.0,5.0,449,1878,10.3,16.5,64.8,2.2,1.2,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
481,12021,Kẹo Pastille (kẹo ngậm bạc hà),Menthol pastille,0.0,10.2,356,1490,5.2,0.0,83.8,,0.8,,,,,,,,96,1.60,,,18,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
482,12022,Kẹo sô cô la,Sweets with chocolate,0.0,6.8,388,1624,1.6,4.6,85.1,1.2,0.7,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,4.440,,5.150,,,,,,,,,0.550,0.050,,,,,0,,,,,,,,,,,,,,,,,,,
483,12023,Kẹo sữa,Sweets with milk,0.0,8.4,390,1633,2.9,5.2,83.0,,0.5,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,8.610,,0.990,,,,,,,,,0.110,,,,,,0,,,,,,,,,,,,,,,,,,,
484,12024,Kẹo vừng viên,Sesame candy,0.0,1.7,417,1744,2.8,6.9,85.9,1.7,1.0,,,,,,,,,,,,,,,,,,0,0.05,0.02,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0.240,,1.750,,,,,,,,,2.510,0.490,,,,,0,,,,,,,,,,,,,,,,,,,
485,12025,Mạch nha,Malt,0.0,15.0,331,1384,0.2,0.0,82.5,0.0,2.3,,,,,,,,,,,,,,,,,,0,,0.10,0.2,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
486,12026,Mật ong,Honey,0.0,18.0,327,1367,0.4,0.0,81.3,0.0,0.3,81.02,3.06,1.42,0,40.39,35.27,0.88,5,0.90,2,0.080,16,52,4,0.22,36,0.8,4,0.00,0.04,0.2,0.068,0.024,2,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0,0,8,1,4,11,4,9,10,8,5,1,3,8,6,27,18,7,90,6
487,12027,Mứt lạc,Peanut sugar (Jam),0.0,1.8,431,1802,5.4,8.6,82.9,0.7,0.6,,,,,,,,,,,,,,,,,,0,0.16,0.03,3.0,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
488,13001,Cary bột,"Cari powder (Mix, turmeric, red pepper and other spices)",0.0,10.0,283,1182,8.2,7.3,46.0,8.9,19.6,,,,,,,,906,,,,421,,,,,,,0.03,0.40,2.3,,,,,,,,,,,380,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
489,13002,Gừng khô (bột),"Ginger root, dried powder",0.0,9.4,323,1350,9.1,5.9,58.3,12.5,4.8,3.4,0.19,0,0,1.78,1.22,0.2,180,11.52,184,26.500,148,1343,32,4.72,480,38.5,7,0.16,0.27,8.4,,0.84,39,0,,0,,,18.02,0.8,88,0,0,0,0,,0,0,0,0,1.940,1.020,0.000,0.140,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1,1.020,0.290,0.000,0.000,0.000,,0,83,299,67,63,236,187,382,387,266,226,158,42,102,163,1090,848,226,216,236
490,13003,Gừng tươi,"Ginger root, fresh",10.0,90.0,29,119,0.4,0.8,5.1,3.3,0.5,1.7,,,,,,,60,2.50,43,0.230,8,316,7,0.34,226,0.7,5,0.04,0.04,0.7,0.203,0.16,11,0,,0,,,0.26,0.1,0,0,0,0,0,,0,0,0,0,0.200,0.120,0.000,0.020,0.000,0.000,0.000,0.150,0.000,0.020,0.120,0,0.120,0.030,0.000,0.000,0.000,,0,15,57,13,12,45,36,73,74,51,43,30,8,20,31,208,162,43,41,45
491,13004,Hạt tiêu,"Peppercorn, seeds",0.0,13.5,231,967,7.0,7.4,34.1,33.5,4.5,0.64,,,,,,,732,4.60,19,0.100,44,1259,44,0.30,100,0.7,0,0.05,0.06,2.6,,0.34,10,0,,,,,0.72,163.7,156,0,48,6,205,0,0,0,0,0,0.980,0.900,0.000,0.000,0.000,0.000,0.000,1.010,0.000,0.000,1.010,1,0.970,0.160,0.000,0.000,0.000,0,0,92,,,,,,,,,,,,,,,,,,
492,13005,Muối,Table salt,0.0,1.0,0,0,0.0,0.0,0.0,0.0,99.0,0,0,0,0,0,0,0,150,0.81,0,0.000,70,4,38758,0.00,0,0,0,0.00,0.00,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,13006,"Nghệ khô, bột","Turmeric rhizome, dried powder",0.0,11.4,295,1236,7.8,9.9,43.8,21.1,6.0,3.21,0,0,0,0.45,0.38,2.38,146,18.60,193,7.830,284,2525,38,4.35,603,4.5,26,0.03,0.12,2.3,,1.8,39,0,,0,,,3.1,13.4,0,0,0,0,0,,0,0,0,0,3.120,1.690,0.000,0.230,0.000,0.000,0.000,1.660,0.000,0.000,1.660,2,1.690,0.480,0.000,0.000,0.000,,0,82,,,,,,,,,,,,,,,,,,
